Partition EE988822-1E49-4F77-8CE0-9D6851307685
						y 1.0
						z 0.0
					member(12)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(13)::Vec3
						x 0.0
						y 1.0
						z 0.0
				Tension 0.5
				IsClosed False
				AllowRoll False
			ErrorTolerance 0.10000000149011612
			Shader3d Levels/SP_Valley/Terrain/Shaders/GravelRoad_01_3D/F3B07784-8025-4058-A1AE-B946AEB7ABC3
			DrawOrderIndex 100
			TessellationTriangleSize 4.0
		RibbonPoints::array
			member(0)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
				UserMaskRight::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
			member(1)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(2)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(3)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(4)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(5)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(6)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(7)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(8)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(9)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(10)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(11)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(12)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(13)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
				UserMaskRight::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
	Shader2d Levels/SP_Valley/Terrain/Shaders/GravelRoad01_2D/86118A76-F2BC-4730-9511-4D84FDC9E5B4
	Shader3dZOnly *nullGuid*
	StickToTerrain True
	UvTileFactor 1.0
RoadData 23B13051-AE3D-4C9E-B200-7C4D66AB3E84
	$::RibbonData
		$::VisualVectorShapeData
			$::VectorShapeData
				$::BaseShapeData
					$::GameObjectData
						$::GameDataContainer
							$::DataContainer
						IsEventConnectionTarget 3
						IsPropertyConnectionTarget 3
						IndexInBlueprint 74
				Points::array
					member(0)::Vec3
						x 1632.1373291015625
						y 49.52159118652344
						z -1642.960693359375
					member(1)::Vec3
						x 1623.633056640625
						y 49.01096725463867
						z -1633.8404541015625
					member(2)::Vec3
						x 1618.4747314453125
						y 48.77574157714844
						z -1628.1251220703125
					member(3)::Vec3
						x 1611.9227294921875
						y 48.809017181396484
						z -1620.036376953125
					member(4)::Vec3
						x 1606.0458984375
						y 48.94057846069336
						z -1612.9000244140625
					member(5)::Vec3
						x 1595.308349609375
						y 50.2932243347168
						z -1603.0069580078125
					member(6)::Vec3
						x 1577.893310546875
						y 51.453941345214844
						z -1595.421875
					member(7)::Vec3
						x 1558.20947265625
						y 55.099327087402344
						z -1584.9395751953125
					member(8)::Vec3
						x 1546.297119140625
						y 57.84272003173828
						z -1578.387451171875
					member(9)::Vec3
						x 1528.5296630859375
						y 61.66976547241211
						z -1569.2401123046875
					member(10)::Vec3
						x 1507.013427734375
						y 64.18598937988281
						z -1562.0399169921875
					member(11)::Vec3
						x 1496.2393798828125
						y 65.04827117919922
						z -1561.7147216796875
					member(12)::Vec3
						x 1484.104736328125
						y 65.48369598388672
						z -1564.134765625
					member(13)::Vec3
						x 1467.3829345703125
						y 66.54732513427734
						z -1566.37158203125
					member(14)::Vec3
						x 1458.133544921875
						y 69.07435607910156
						z -1566.9969482421875
					member(15)::Vec3
						x 1425.490478515625
						y 73.9053726196289
						z -1563.6373291015625
					member(16)::Vec3
						x 1417.2784423828125
						y 75.15541076660156
						z -1560.810546875
					member(17)::Vec3
						x 1406.902587890625
						y 76.15889739990234
						z -1557.1466064453125
					member(18)::Vec3
						x 1397.064697265625
						y 77.37745666503906
						z -1554.7696533203125
					member(19)::Vec3
						x 1389.3885498046875
						y 79.24688720703125
						z -1551.3546142578125
					member(20)::Vec3
						x 1383.5860595703125
						y 81.78649139404297
						z -1547.420166015625
					member(21)::Vec3
						x 1381.05615234375
						y 82.54396057128906
						z -1545.492919921875
					member(22)::Vec3
						x 1377.4454345703125
						y 82.62626647949219
						z -1542.656005859375
					member(23)::Vec3
						x 1371.1744384765625
						y 82.6520767211914
						z -1537.578369140625
					member(24)::Vec3
						x 1364.43310546875
						y 85.07391357421875
						z -1532.6031494140625
				Normals::array
					member(0)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(1)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(2)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(3)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(4)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(5)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(6)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(7)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(8)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(9)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(10)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(11)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(12)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(13)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(14)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(15)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(16)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(17)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(18)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(19)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(20)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(21)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(22)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(23)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(24)::Vec3
						x 0.0
						y 1.0
						z 0.0
				Tension 0.5
				IsClosed False
				AllowRoll False
			ErrorTolerance 0.05000000074505806
			Shader3d Levels/SP_Valley/Terrain/Shaders/GravelRoad_01_3D/F3B07784-8025-4058-A1AE-B946AEB7ABC3
			DrawOrderIndex 101
			TessellationTriangleSize 4.0
		RibbonPoints::array
			member(0)::RibbonPointData
				Left 2.5
				Right -2.5
				UserMaskLeft::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
				UserMaskRight::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
			member(1)::RibbonPointData
				Left 2.5
				Right -2.5
				UserMaskLeft::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
				UserMaskRight::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
			member(2)::RibbonPointData
				Left 2.5
				Right -2.5
				UserMaskLeft::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
				UserMaskRight::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
			member(3)::RibbonPointData
				Left 2.5
				Right -2.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(4)::RibbonPointData
				Left 2.5
				Right -2.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(5)::RibbonPointData
				Left 2.5
				Right -2.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(6)::RibbonPointData
				Left 2.5
				Right -2.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(7)::RibbonPointData
				Left 2.5
				Right -2.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(8)::RibbonPointData
				Left 2.5
				Right -2.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(9)::RibbonPointData
				Left 2.5
				Right -2.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(10)::RibbonPointData
				Left 2.5
				Right -2.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(11)::RibbonPointData
				Left 2.5
				Right -2.5
				UserMaskLeft::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
				UserMaskRight::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
			member(12)::RibbonPointData
				Left 2.5
				Right -2.5
				UserMaskLeft::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
				UserMaskRight::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
			member(13)::RibbonPointData
				Left 2.5
				Right -2.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(14)::RibbonPointData
				Left 2.5
				Right -2.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(15)::RibbonPointData
				Left 2.5
				Right -2.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(16)::RibbonPointData
				Left 2.5
				Right -2.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(17)::RibbonPointData
				Left 2.5
				Right -2.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(18)::RibbonPointData
				Left 2.5
				Right -2.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(19)::RibbonPointData
				Left 2.5
				Right -2.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(20)::RibbonPointData
				Left 2.5
				Right -2.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(21)::RibbonPointData
				Left 2.5
				Right -2.5
				UserMaskLeft::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
				UserMaskRight::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
			member(22)::RibbonPointData
				Left 2.5
				Right -2.5
				UserMaskLeft::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
				UserMaskRight::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
			member(23)::RibbonPointData
				Left 2.5
				Right -2.5
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(24)::RibbonPointData
				Left 2.5
				Right -2.5
				UserMaskLeft::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
				UserMaskRight::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
	Shader2d Levels/SP_Valley/Terrain/Shaders/GravelRoad01_2D/86118A76-F2BC-4730-9511-4D84FDC9E5B4
	Shader3dZOnly *nullGuid*
	StickToTerrain True
	UvTileFactor 1.0
RoadData E089DB3C-5749-4802-BF14-70F19F466E3A
	$::RibbonData
		$::VisualVectorShapeData
			$::VectorShapeData
				$::BaseShapeData
					$::GameObjectData
						$::GameDataContainer
							$::DataContainer
						IsEventConnectionTarget 3
						IsPropertyConnectionTarget 3
						IndexInBlueprint 75
				Points::array
					member(0)::Vec3
						x 1275.688232421875
						y 67.34764099121094
						z -860.154296875
					member(1)::Vec3
						x 1281.35205078125
						y 67.27840423583984
						z -858.8230590820312
					member(2)::Vec3
						x 1298.3756103515625
						y 66.59140014648438
						z -855.5169677734375
					member(3)::Vec3
						x 1387.2515869140625
						y 67.30237579345703
						z -836.3433837890625
					member(4)::Vec3
						x 1441.035888671875
						y 69.73869323730469
						z -823.5513916015625
					member(5)::Vec3
						x 1594.9732666015625
						y 70.90733337402344
						z -794.0020751953125
					member(6)::Vec3
						x 1666.3865966796875
						y 70.08876037597656
						z -788.1845703125
					member(7)::Vec3
						x 1679.9700927734375
						y 69.64214324951172
						z -769.2006225585938
					member(8)::Vec3
						x 1683.0662841796875
						y 67.16121673583984
						z -652.0619506835938
					member(9)::Vec3
						x 1669.62060546875
						y 60.99849319458008
						z -570.8775634765625
					member(10)::Vec3
						x 1667.6773681640625
						y 57.15127182006836
						z -517.9866943359375
					member(11)::Vec3
						x 1667.919677734375
						y 62.71794128417969
						z -405.4463806152344
				Normals::array
					member(0)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(1)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(2)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(3)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(4)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(5)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(6)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(7)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(8)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(9)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(10)::Vec3
						x 0.0
						y 1.0
						z 0.0
					member(11)::Vec3
						x 0.0
						y 1.0
						z 0.0
				Tension 0.5
				IsClosed False
				AllowRoll False
			ErrorTolerance 0.10000000149011612
			Shader3d Levels/SP_Valley/Terrain/Shaders/GravelRoad_01_3D/F3B07784-8025-4058-A1AE-B946AEB7ABC3
			DrawOrderIndex 100
			TessellationTriangleSize 4.0
		RibbonPoints::array
			member(0)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
				UserMaskRight::Vec4
					x 0.0
					y 0.0
					z 0.0
					w 0.0
			member(1)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(2)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(3)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(4)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(5)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(6)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(7)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(8)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(9)::RibbonPointData
				Left 2.0
				Right -2.0
				UserMaskLeft::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
				UserMaskRight::Vec4
					x 1.0
					y 1.0
					z 1.0
					w 1.0
			member(10)::RibbonPointData
				Left 2.0
				Right -2.0
